22,"September 3, 2009",Hog Wild II,Karaoke w/ David (8pm-1am),Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
-1,"September 4, 2009",Hog Wild II,Bonefied,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
0,"September 5, 2009",Hog Wild II,Bonefied,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
1,"September 9, 2009",Hog Wild II,Karaoke w/ David (8pm-1am),Huntsville,Wednesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
5,"September 11, 2009",Hog Wild II,Backwater,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
7,"September 12, 2009",Hog Wild II,Backwater,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
8,"September 16, 2009",Hog Wild II,Karaoke w/ David (8pm-1am),Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
12,"September 17, 2009",Hog Wild II,Karaoke w/ David (8pm-1am),Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
13,"September 18, 2009",Hog Wild II,Calico Crow,Huntsville,Sunday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
14,"September 19, 2009",Hog Wild II,Calico Crow,Huntsville,Monday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
15,"September 23, 2009",Hog Wild II,Karaoke w/ David (8pm-1am),Huntsville,Wednesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
19,"September 24, 2009",Hog Wild II,Karaoke w/ David (8pm-1am),Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
20,"September 25, 2009",Hog Wild II,Chad Bradford,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
21,"September 26, 2009",Hog Wild II,Chad Bradford,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
22,"September 3, 2009",Hooters,Bike Night w/ JD and the Bad Boys,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
-1,"September 10, 2009",Hooters,Bike Night w/ Fat Momma,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
6,"September 17, 2009",Hooters,Bike Night w/ JD and The Bad Boys Kickin off the Trail of Tears  4 day weekend,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
13,"September 24, 2009",Hooters,Bike Night w/ Hot Rod Otis,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"September 3, 2009",Hopper's,DJ Little Ed (8-12),Huntsville,Thursday,DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,"September 4, 2009",Hopper's,Pla' Station,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"September 5, 2009",Hopper's,Pla' Station,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"September 6, 2009",Hopper's,"Ricky Fargo (Brunch, 11-2)/Karaoke with Lee Kearns (8-12)",Huntsville,Sunday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"September 8, 2009",Hopper's,Karaoke with Lee Kearns (8-12),Huntsville,Tuesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"September 9, 2009",Hopper's,To the Limit,Huntsville,Wednesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"September 10, 2009",Hopper's,DJ Little Ed(8-12),Huntsville,Thursday,DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"September 11, 2009",Hopper's,Peter and the Wolf (8:30),Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"September 12, 2009",Hopper's,Peter and the Wolf (8:30),Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"September 13, 2009",Hopper's,"Ricky Fargo (Brunch, 11-2)/Karaoke with Lee Kearns (8-12)",Huntsville,Sunday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"September 15, 2009",Hopper's,Karaoke with Lee Kearns (8-12),Huntsville,Tuesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"September 16, 2009",Hopper's,Peter and the Wolf (8:30),Huntsville,Wednesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"September 17, 2009",Hopper's,DJ Little Ed (8-12),Huntsville,Thursday,DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"September 18, 2009",Hopper's,Peter and the Wolf (8:30),Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"September 19, 2009",Hopper's,Peter and the Wolf (8:30),Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"September 20, 2009",Hopper's,"Ricky Fargo (Brunch, 11-2)/Karaoke with Lee Kearns (8-12)",Huntsville,Sunday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"September 22, 2009",Hopper's,Karaoke with Lee Kearns (8-12),Huntsville,Tuesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"September 23, 2009",Hopper's,Peter and the Wolf (8:30),Huntsville,Wednesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"September 24, 2009",Hopper's,DJ Little Ed (8-12),Huntsville,Thursday,DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"September 25, 2009",Hopper's,Peter and the Wolf (8:30),Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"September 26, 2009",Hopper's,Peter and the Wolf (8:30),Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"September 3, 2009",Humphrey's Bar & Grill,The Dawn Osborne Trio,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,"September 4, 2009",Humphrey's Bar & Grill,Toy Shop,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"September 5, 2009",Humphrey's Bar & Grill,Free World,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"September 7, 2009",Humphrey's Bar & Grill,Microwave Dave,Huntsville,Monday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"September 8, 2009",Humphrey's Bar & Grill,James Parker,Huntsville,Tuesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"September 9, 2009",Humphrey's Bar & Grill,Dikki Du and the Zydeco Crew,Huntsville,Wednesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"September 10, 2009",Humphrey's Bar & Grill,Marge at Large,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"September 11, 2009",Humphrey's Bar & Grill,Daddy Mac Blues Band,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"September 12, 2009",Humphrey's Bar & Grill,Old Union,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"September 14, 2009",Humphrey's Bar & Grill,Microwave Dave,Huntsville,Monday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"September 15, 2009",Humphrey's Bar & Grill,Washington and Nash,Huntsville,Tuesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"September 16, 2009",Humphrey's Bar & Grill,"Yo Mama's Big Fat Booty Band,",Huntsville,Wednesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"September 17, 2009",Humphrey's Bar & Grill,Juice Trio,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"September 18, 2009",Humphrey's Bar & Grill,Gary Pfaff and the Heartwells,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"September 20, 2009",Humphrey's Bar & Grill,5ive O'Clock Charlie,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"September 21, 2009",Humphrey's Bar & Grill,Microwave Dave,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"September 22, 2009",Humphrey's Bar & Grill,Christina Lynn and Chuck Rutenberg,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"September 23, 2009",Humphrey's Bar & Grill,Kozmic Mama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"September 24, 2009",Humphrey's Bar & Grill,Microwave Dave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"September 25, 2009",Humphrey's Bar & Grill,Hot Soup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"September 26, 2009",Humphrey's Bar & Grill,Black Eyed Susan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"September 3, 2009",Kaffeeklatsch @Night,Live Music,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,"September 4, 2009",Kaffeeklatsch @Night,Llive Music,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"September 5, 2009",Kaffeeklatsch @Night,Live Music,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"September 6, 2009",Kaffeeklatsch @Night,Sunday Blues Jam hosted by Freddy Earl and the Blues Mercenaries,Huntsville,Sunday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"September 7, 2009",Kaffeeklatsch @Night,Acoustic Open Mic hosted by Greg Rowell,Huntsville,Monday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"September 10, 2009",Kaffeeklatsch @Night,Live Music,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"September 11, 2009",Kaffeeklatsch @Night,Live Music,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"September 12, 2009",Kaffeeklatsch @Night,Live Music,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"September 13, 2009",Kaffeeklatsch @Night,Sunday Blues Jam hosted by Freddy Earl and the Blues Mercenaries,Huntsville,Sunday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"September 14, 2009",Kaffeeklatsch @Night,Acoustic Open Mic hosted by Greg Rowell,Huntsville,Monday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"September 18, 2009",Kaffeeklatsch @Night,Live Music,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"September 19, 2009",Kaffeeklatsch @Night,Live Music,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"September 20, 2009",Kaffeeklatsch @Night,Sunday Blues Jam hosted by Freddy Earl and the Blues Mercenaries,Huntsville,Sunday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"September 21, 2009",Kaffeeklatsch @Night,Acoustic Open Mic hosted by Greg Rowell,Huntsville,Monday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"September 24, 2009",Kaffeeklatsch @Night,Live Music,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"September 25, 2009",Kaffeeklatsch @Night,Live Music,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"September 26, 2009",Kaffeeklatsch @Night,Live Music,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"September 27, 2009",Kaffeeklatsch @Night,Sunday Blues Jam hosted by Freddy Earl and the Blues Mercenaries,Huntsville,Sunday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"September 3, 2009",Lee Ann's,Gabe and Newt,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,"September 4, 2009",Lee Ann's,Full Circle,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"September 5, 2009",Lee Ann's,Four Door Ramblers,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"September 8, 2009",Lee Ann's,Rudy Mockabee,Huntsville,Monday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"September 9, 2009",Lee Ann's,Deltones,Huntsville,Tuesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"September 10, 2009",Lee Ann's,Crush,Huntsville,Wednesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"September 11, 2009",Lee Ann's,Jason Albert Band,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"September 12, 2009",Lee Ann's,Pla' Station,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"September 15, 2009",Lee Ann's,Rudy Mockabee,Huntsville,Tuesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"September 16, 2009",Lee Ann's,Proton Joe,Huntsville,Wednesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"September 17, 2009",Lee Ann's,Jason Albert Band,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"September 18, 2009",Lee Ann's,Full Circle,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"September 19, 2009",Lee Ann's,Second Hand Lincoln,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"September 22, 2009",Lee Ann's,Rudy Mockabee,Huntsville,Tuesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"September 23, 2009",Lee Ann's,Susan's Crush,Huntsville,Wednesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"September 24, 2009",Lee Ann's,Crush,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"September 25, 2009",Lee Ann's,Pla' Station,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"September 26, 2009",Lee Ann's,Hot Mix,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"September 4, 2009",Lisa's Lounge,Karaoke w/Jimbo (8pm-1:30am),Huntsville,Friday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"September 5, 2009",Lisa's Lounge,Karaoke w/Jimbo (8pm-1:30am),Huntsville,Saturday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"September 9, 2009",Lisa's Lounge,Karaoke w/Jimbo (7pm)/TalentQuest Contest (8pm),Huntsville,Wednesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"September 11, 2009",Lisa's Lounge,Karaoke w/Jimbo (8pm-1:30am),Huntsville,Friday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"September 12, 2009",Lisa's Lounge,Karaoke w/Jimbo (8pm-1:30am),Huntsville,Saturday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"September 16, 2009",Lisa's Lounge,Karaoke w/Jimbo (7pm)/TalentQuest Contest (8pm),Huntsville,Wednesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"September 18, 2009",Lisa's Lounge,Karaoke w/Jimbo (8pm-1:30am),Huntsville,Friday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"September 19, 2009",Lisa's Lounge,Karaoke w/Jimbo (8pm-1:30am),Huntsville,Saturday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"September 23, 2009",Lisa's Lounge,Karaoke w/Jimbo (7pm)/TalentQuest Contest (8pm),Huntsville,Wednesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"September 25, 2009",Lisa's Lounge,Karaoke w/Jimbo (8pm-1:30am),Huntsville,Friday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"September 26, 2009",Lisa's Lounge,Karaoke w/Jimbo (8pm-1:30am),Huntsville,Saturday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"September 3, 2009",Mac's Sportsbar and Steakhouse,Trey Morgan,Athens,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"September 4, 2009",Mac's Sportsbar and Steakhouse,Live Music,Athens,Saturday,DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"September 8, 2009",Mac's Sportsbar and Steakhouse,Karaoke w/Doc Rock,Athens,Tuesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"September 10, 2009",Mac's Sportsbar and Steakhouse,Trey Morgan,Athens,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"September 11, 2009",Mac's Sportsbar and Steakhouse,Live Music,Athens,Saturday,DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"September 15, 2009",Mac's Sportsbar and Steakhouse,Karaoke w/Doc Rock,Athens,Tuesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"September 17, 2009",Mac's Sportsbar and Steakhouse,Trey Morgan,Athens,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"September 18, 2009",Mac's Sportsbar and Steakhouse,Live Music,Athens,Saturday,DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"September 22, 2009",Mac's Sportsbar and Steakhouse,Karaoke w/Doc Rock,Athens,Tuesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"September 24, 2009",Mac's Sportsbar and Steakhouse,Trey Morgan,Athens,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"September 25, 2009",Mac's Sportsbar and Steakhouse,Live Music,Athens,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,"September 3, 2009",Maria Bonita Grill and Cantina (Decatur),Karaoke with JD Pollard,Decatur,Thursday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"September 5, 2009",Maria Bonita Grill and Cantina (Decatur),Heaven and Hell Party ,Decatur,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"September 6, 2009",Maria Bonita Grill and Cantina (Decatur),Karaoke with JD Pollard,Decatur,Wednesday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"September 7,2009",Maria Bonita Grill and Cantina (Decatur),Karaoke with JD Pollard,Decatur,Thursday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"September 12, 2009",Maria Bonita Grill and Cantina (Decatur),Barefeet,Decatur,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"September 13, 2009",Maria Bonita Grill and Cantina (Decatur),Karaoke with JD Pollard,Decatur,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"September 14, 2009",Maria Bonita Grill and Cantina (Decatur),Karaoke with JD Pollard,Decatur,Thursday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"September 19, 2009",Maria Bonita Grill and Cantina (Decatur),The Letters,Decatur,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"September 20, 2009",Maria Bonita Grill and Cantina (Decatur),Karaoke with JD Pollard,Decatur,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"September 21, 2009",Maria Bonita Grill and Cantina (Decatur),Karaoke with JD Pollard,Decatur,Thursday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"September 26, 2009",Maria Bonita Grill and Cantina (Decatur),Kush,Decatur,Saturday,DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"September 4, 2009",Moody Monday's,Karaoke,Huntsville,Friday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"September 5, 2009",Moody Monday's,Karaoke,Huntsville,Saturday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"September 9, 2009",Moody Monday's,Karaoke,Huntsville,Wednesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"September 11, 2009",Moody Monday's,Karaoke,Huntsville,Friday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"September 12, 2009",Moody Monday's,Karaoke,Huntsville,Saturday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"September 16, 2009",Moody Monday's,Karaoke,Huntsville,Wednesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"September 18, 2009",Moody Monday's,Karaoke,Huntsville,Friday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"September 19, 2009",Moody Monday's,Karaoke,Huntsville,Saturday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"September 23, 2009",Moody Monday's,Karaoke,Huntsville,Wednesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"September 25, 2009",Moody Monday's,Karaoke,Huntsville,Friday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"September 26, 2009",Moody Monday's,Karaoke,Huntsville,Saturday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"September 3, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Thursday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,"September 4, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Friday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"September 5, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Saturday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"September 6, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Sunday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"September 9, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Wednesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"September 10, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Thursday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"September 11, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Friday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"September 12, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Saturday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"September 13, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Sunday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"September 16, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Wednesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"September 17, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Thursday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"September 18, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Friday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"September 19, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Saturday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"September 20, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Sunday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"September 23, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Sunday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"September 24, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Monday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"September 25, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Tuesday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"September 26, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Saturday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"September 27, 2009",Olivia's Sports Bar and Grill,Karaoke (9pm),Huntsville,Sunday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"September 3, 2009",Partner's,Karaoke and Dance w/DJ Sweet T,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,"September 4, 2009",Partner's,Partner's Cabaret Show ,Huntsville,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"September 5, 2009",Partner's,DJ Sweet T Pajama Party,Huntsville,Saturday,Live Music,,,,,,
,"September 6, 2009",Partner's,Open Mic Night ,,,,,,,,,
1,"September 8, 2009",Partner's,Karaoke  hosted by DJ Sweet T (9pm-2am),Huntsville,Tuesday,Karaoke,,,,,,
4,"September 9, 2009",Partner's,College Night Dancing/DJ,Huntsville,Wednesday,DJ,,,,,,
5,"September 10, 2009",Partner's,Karaoke and Dance w/DJ Sweet T,Huntsville,Thursday,Karaoke,,,,,,
6,"September 11, 2009",Partner's,Cabaret Show and Dance w/ Charlie Brown (10:30pm) ,Huntsville,Friday,Live Music,,,,,,
,"September 12, 2009",Partner's,Halcyon,,,,,,,,,
8,"September 15, 2009",Partner's,Karaoke w/Contest hosted by DJ Sweet T (9pm-2am),Huntsville,Tuesday,Karaoke,,,,,,
11,"September 16, 2009",Partner's,College Night Dancing/DJ,Huntsville,Wednesday,DJ,,,,,,
12,"September 17, 2009",Partner's,Karaoke and Dance w/DJ Sweet T,Huntsville,Thursday,Karaoke,,,,,,
13,"September 18, 2009",Partner's,"Cabaret Show (10:30pm) ",Huntsville,Friday,Live Music,,,,,,
14,"September 19, 2009",Partner's,Pride of Kings Show,Huntsville,Saturday,Live Music,,,,,,
